pool_idx;ulasan
1711;Pesanan 1 jam lebih baru datang, sebenarnya mau cancel aja pesanannya. pelayanan buruk
1712;Nyaman tmpatnya
1713;Kolo kalian pengen jauh dari keramian tanaka kopi jawabannya,tempatnya oke banget buat kalian bersantai....
1714;"""Terima Kasih"
1715;"Dimsumnya enak kak, baristanya juga ramah 😊 …"""
1716;rekomen banget tempat nya Juga sangat nyaman
1717;Enakkk
1718;Preety quite place for working in afternoon coffee time
1719;Tempatnya cukup nyaman
1720;👍🏻 …
1721;Tempatnya bersih
1722;bagi oe wenak
1723;Enak kopinya
1724;"""Kemarin dari sini, tempatnya nyaman.."
1725;Tersedia indoor dan outdoor
1726;"Makanan dan minumannya enak dan terjangkau"""
1727;Pesen didepan, ambil sendiri setelah dipanggil lewat speaker, selain cash bisa transfer, belum ada pembayaran Qris …
1728;"""Tempat suasananya lumayan lah buat nongkrong, disini tersedia tempat indoor maupun outdoor tp kalo datamg senja atau malam lebih enak di outdoor, rasa minumannya enak, gak berbeda jauh sama minuman boba yh lagi hits sekarang"
1729;"Mas² juga ramah dalam pelayanannya"""
1730;"""Asli parah banget pelayanannya nunggu pesanan sampai satu jam."
1731;Malah ada orang di belakang kami datang nya dpat duluan dari pada saya..
1732;"Pantas aja mulai sepi .. …"""
1733;Harga standar, rasa minuman kurang sih cenderung manis saja, tempat outdoor bagus, indoor nya kurang bagus, masih banyak space kosong dan kurang dekorasi.
1734;"""Tempatnya bagus banget, recommended, pelayanan nya ramah, minumannya juga enak."
1735;"memaklumi aja sih antriannya karena saya lihat banyak banget pengunjung nya. Cocok buat rame rame.."""
1736;Salah satu tempat yang menyediakan eskrim cone di Palangka Raya. Harganya relatif murah, tapi jadi favorit anak-anak. Minuman lain juga ga kalah enak
1737;Tempat cozy, harga affordable cocok banget buat nongkrong sore
1738;Tempatnya nyaman. Free Wi-Fi dan adem juga. Cocok buat tempat nugas ataupun nunggu kelas yang cuman selang 1-2 jam aja. Overall is good 👍🏻 …
1739;Nuansa di dalam kurang bersih, rada kumuh. Minuman dan makanan lumayan ga terlalu mahal dibanding tempat lain yg sejenis
1740;"""Makanan beratnya gak ada."
1741;"Mungkin lebih hidup jika ada live musicnya"""
1742;Cafe nyaa sangat indah dan pelayanan nya sangat baik sekali dan ramah banget...apalgi yang mas gondrong itu wah mantap pokok eee😁😁 …
1743;Tempatnya bagus, pelayanannya ramah, sangat rekomemdet buat nongki 😍 …
1744;Tempat nya bagus recomend buat up insta story
1745;Tempatnya nyaman buat nyantai bareng tmen
1746;Tempat bagus enak buat nongki
1747;Sangat indah tempat nya. Bersih dan juga bagus
1748;Recomend banget buat nongkrong bareng temen
1749;tempatnya bagus banget!!!!
1750;Recommended
1751;Enak buat nongkrong!!
1752;Recommended
1753;tenang untuk berkumpul 🫶🏻 …
1754;Getarannya sangat bagus. Lanjut ke Miltie Garden Palangka Raya
1755;Tempat nya enak tenang dan bagus,minuman dan makanannya juga enak2
1756;Sweet matchanya enak. Pelayanan ramah bgt 💯 …
1757;cozy and simple for milky coffee
1758;"""Ordered a regular milk coffee (or something, but it's regular) and it taste just regular. nothing special."
1759;"My gf ordered hot chocolate, and it taste regular too. The price is pretty cheap …"""
1760;Sweet macha dan kopinya enak. Baristanya jago nyanyi. Ownernya baik, suka bagi rokok. Brando Windah pernah ngopi di sini adik-adik.
1761;loving the brown sugar, bcs it's not too sweet nor too plain! french fries is good too, hope that there will be more snacks and food to be served👍👍 overall good place to study or doing the tasks, and the price is good too👍 …
1762;Karyawan nya sangat asik dan sopan saya saran kan bagus ke sini untuk santai dan mengerjakan tugas
1763;sangat bagus dan enak
1764;"""good place, good beverages."
1765;"tinggal nambah ac sama partisi kaca sih"""
1766;"""tempat oke, minuman oke."
1767;"owner suru ganti reviewnya"""
1768;Rasa minuman coffee dan non-coffee nya enak
1769;Great place for hanging out with friends
1770;Menyala 🔥🔥🔥 …
1771;Baguuusssssss dan cozy
1772;Tempat santai
1773;"""Yth. Manajemen oregano coffe,"
1774;"Sorry untuk bintang 3 nya ada beberapa poin yg harus di koreksi …"""
1775;Tempatnya luas, lokasinya strategis cocok untuk menjadi titik kumpul. Jenis makanan beragam dari yang ringan sama yang berat ada,sempet kephoto satu menu aja.
1776;tempatnya nyaman dan luas, bebas pilih tempat sesuai keadaan dan fasilitas cukup nyaman. makanan dan minuman juga lumayan lah
1777;Viewnya bagus, makanan sma minumannya enak juga. Nilai plus karena ada anabul kucing yg lucukk banget 😻. Outdoor maupun indoornya nyaman banget. Rekomen dehhh 👍🏻 …
1778;"""🔸 berada di tepi jalan kinibalu dan mudah ditemukan"
1779;🔸Sepertinya diminati kalangan muda karena termasuk cafe baru
1780;"🔸Ada konsep terbuka, indoor, private, area bermain anak dan bar …"""
1781;"""Suasananya nyaman. Biasanya makanannya enak, tapi sayang kali ini baby cumi yg disuguhkan sudah basi."
1782;"Kasir sangat tidak menyenangkan an congkak."""
1783;Menikmati sarapan pagi di Kota Palangka Raya, sebelum berangkat ke Banjarmasin untuk balik ke Makassar. See you
1784;"""Kopi nya enak"
1785;"Suasananya nyaman"""
1786;Nyaman, sebagai cafe dan workspace bisa jadi pilihan one stop solution banget.
1787;makanan yang dipesan lwt gofood dingin,dan sprti ada rasa durian
1788;Jangan pernah makan disini pesan nya nunggu 2 jam
1789;Banyak variant makanan dan minuman. Dari snack hingga makanan berat.
1790;Satu2nya resto yg buka 24 jam di kota Palangka Raya. Pelayanan cepat, makanan enak. Suasana ramai dg pengunjung. Bagi keluarga yg punya anak kecil juga tersedia tempat bermain untuk anak2. Rekomendasi pokoknya untuk tempat santai keluarga atau bersama pasangan Karen bisa semua untuk kalangan.
1791;tempatnya nyaman untuk yg mau bawa anak (bayi/balita) karena ruangnya cukup luas dan ada tempat bermain anak, jadi kalau ibu2nya mau nongkrong dan ngobrol santai juga nyaman anak2 bisa main. untuk makanan dan minuman juga enak harga pun standar.
1792;Untuk tempat nongkrong sambil ngopi, katanan cepat, suasana lumayan nyaman
1793;Lokasi strategis di tengah kota. Tak jauh dari bundaran besar. Bersebrangan dengan ikonik masjid dan gereja yang berdampingan. Dulunya adalah kampus stimik. Oregano buka 24jam. Menyajikan beragam menu dan punya menu khas oregano, salah …
1794;makanan minuman biasa aja rasanya, pelayanannya kurang bgt, cowokku mesan leci tea keluarnya lama bgt malah org yg baru dtg yg dluan keluar minumannya, trs pas complain atitude baristanya kurang, mohon diperbaiki lg utk karyawan2nya, atitude lebih penting, thanks semoga sukses selalu.
1795;Pelayanan buruk, saya pesan omelete dan kentang goreng memakan waktu lebih dari 40 menit, sampai review ini dibuat pesanan saya belum datang
1796;"""Buka 24 jam mantaps."
1797;"Rasanya kopinya standar lah, makanannya lumayan. Tempatnya enak"""
1798;"""Tempatnya mudah dijangkau dan terdapat parkiran yg luas"
1799;"Makanannya enak2 semua …"""
1800;Suka buat ngajak ngumpul anak2ku
1801;Makanan lumayan enak,view bagus..layanan kurang karena tidak ramah
1802;makanan mahal, porsi dikit tapi layanan dan suasan mntap lah dah itu aja .
1803;"""Buka 24 jam kacauwww"
1804;"Tapi sayang untuk parkiran mobil harus di bahu jalan kinibalu"""
1805;tempatnya nyaman, luas dan ada tempat main untuk anak2
1806;Luarbiasa
1807;"""Menunya enak."
1808;"Sayangnya pesanan harus ambil sendiri."""
1809;Makanan nya enak  es teh nya jumbo  suasana kafe nya nyaman luas
1810;Tempatnya nyaman, enak untuk berkumpul bersama teman-teman.
1811;Makanan dan minuman enakkk, tempatnya nyaman
1812;Tempat yang nyaman untuk ngopi bareng keluarga atau teman
1813;Tempat nya tenang
1814;Oke bgt
1815;Sangat menyenangkan
1816;Ramah anak
1817;Nice
1818;Kafenya punya nuansa yg santai, dekat dengan alam, nyaman, banyak spot foto yg Instagramable juga, service yg ramah dan menyenangkan. Buat kalian yg mau sedikit menjauh dari hiruk pikuk perkotaan bisa banget mampir kesini. …
1819;Tempatnya bagus buat foto, kalau makanannya enak, lebih ke Snack yg ringan. Minumannya juga good. Perlu tambah variasi makanan berat. …
1820;"""Buat tempat suasana and vibe, it's 10/10."
1821;Untuk rasa dan variasi minuman 8/10.
1822;"Untuk rasa dan variasi makanan 7/10. …"""
1823;Salah satu kafe di jalan mahir mahar, berada di lingkar luar palangkaraya lumayan cukup jauh dari tengah kota, suasananya masih alami seperti di hutan,.
1824;Lebih ke jual pemandangannya sih. Unik soalnya. Cocok buat prewed dan tempat nikah outdoor
1825;"""Datang jam 4 sore sbg pelanggan no 2."
1826;"Pesan 3 menu: blackpaper, kentang keju dan indomie khas mereka dan 2 minuman. …"""
1827;Kalau lagi nyari referensi tempat ngedate, Ulang Tahun, rapat kecil, bahkan kerja kelompok dengan suasana yang nyaman, makanan yang enak dan tempat yang bagus, maka Sakuyan ini bisa jadi salah satu pilihan. Tempat yang disediakan beragam, …
1828;Makan enak, cantik dan tempat nyaman kalau malam hari, karna outdoor, rekomended untuk keluarga, pasangan juga..
1829;"""Saya kasih 4 stars dl ya......bcoz...."
1830;Kalo untuk pelayanan dan kecepatan penyajian ok banget👍 but..........
1831;"Kita pesen mix plater isinya ayam, kentang dan sosis... tp kentangnya digigit …"""
1832;"""Tempatnya dh bagus bgt, tp sayang makanannya """"terlalu sehat"""" semua alias hambar kecuali burgernya"""
1833;Rekomended buat santai sore sama anak2.. Buat yg pengen ngafe d ruang terbuka.. Bs sambil ngawasin anak2 main.. Ada tenda2 ala camping gt..
1834;Saya kesini Ketika ada salah satu teman Saya mengundang untuk ke acara pernikahannya. Pemandangan disini sangat bagus apalagi ketika menjelang matahari terbenam.
1835;Sakuyan Side such a nice place to hanging out with friends. tempatnya bagus dan stylenya keren banget deh. enak buat nongkrong sore-sore abis kerja 9 to 5 sambil denger silk sonic atau kunto aji rehat loop 10 jam. makanan dan minumannya …
1836;"""Tempatnya cozy... keren..."
1837;"ada beberapa hal yg mgkin bisa dijadikan masukan buat cafe ini yaitu, Variasi menunya bisa di perbanyak, dan waktu penyajian makanannya di percepat, Klo mau …"""
1838;Tempat yg syahdu untuk sekedar nongkrong ataupun berkegiatan outdoor, makanannya juga enak... Mantab
1839;Tempatnya baguus, luas, ada area indoor dan outdoor. Aesthetic bgt deh indah bgt tempatnya. Segar dan adem. Makanan dan monumannya agak mahal, tp enaak, cepet jg datangnya.
1840;Menghadiri weding party putra kolega dalam suasana garden party
1841;👍👍👍 …
1842;❤❤
1843;"""Adminnya slow respon."
1844;"Makanannya sudah pesan tp datang terlambat. …"""
1845;"""Tempatnya cukup bagus ..ada tenda ada pondokanx..nuansa alam terbuka...cocok utk bersama keluarga maupun teman2..tp musik livenya mungkin terlalu kencang"
1846;"Datang keduakalinya pesanan makanan tdk datang2 sampai 1jam an ..saya pikir karna terlalu ramai mlm minggu..eh pas pesanan dtg bilangnya catatan psanannya ga keliatan.."""
1847;Tempatnya bagus, ada outdoor ada indoor jg. Makanan dan minumannya enak, harganya standar. Superrecomended.
1848;Mocktailnya enak, trus machanya juga enak
1849;"""Tempat nongkrong yang asik, dengan menu snack dan minuman yang pas ditemani live music."
1850;"Ada api unggun dan tenda untuk bermain anak"""
1851;Tempatnya bagus, makanan&minumannya enak
1852;Cafe nya Unik
1853;Tempatnya cozy, enak buat nongkrong di sore hari
1854;Cafe taman yg bagus buat nongkrong
1855;Tempat yg elegan suasana yg terbuka bebas sangat bagus
1856;Tempat yang cocok untuk acara keluarga atau acara-acara seperti resepsi pernikahan.
1857;Pas kesini tempat nya lagi Full.  Padahal mau ke sini karena tempat nya bagus.
1858;Pesanannya sangat lama diolah. Ada anjing berkeliaran.
1859;Tempatnya,minumannya,makanannya Enakkk
1860;Bagus tempatnya, tp misbar 😂 …
1861;tempat yg nyaman dan tenang
1862;Nyaman dibawa santai.. Bikin hapy
1863;Tempat nya outdor dan cozy
1864;Area outdoor yg bagus
1865;Tempatnya bagus
1866;Bakmie nya rekomen ya
1867;Cozy place foe hang out..
1868;Trimakasih
1869;Tempat yang instagramable bgt
1870;tempat santai terbaik
1871;Good place to relax
1872;Good ambiance
1873;Tempat yang nyaman untuk mengajak anak istirahat refreshing.......😍🤗❤️ …
1874;Pohon yang sangat Instagramable e
1875;Tempatnya nyaman, menunya enak, dan stafnya ramah. Suasananya cocok buat santai bareng teman atau keluarga, plus ramah anak juga. Pasti bakal balik lagi!
1876;tolong di perbaiki service nyaa, nungguin minuman doang SETENGAH JAM tambah jengkel org yg dibelakang kmi datengnya malah DI DULUIN PESANAN NYA dan juga pas di complain ke bar GAADA KATA MAAF SAMA SEKALIII.
1877;Halo, mohon maaf sebelumnya, malam ini Selasa, 25 Januari 2025 saya ke sini dan pesan ayam sambal matah, roti maryam dan kopi, untuk ayam sambal matah nya mohon maaf ayam nya sepertinya sudah lama dalam freezer karena ketika dimakan rasanya …
1878;Tempat nya adem, cocok banget buat kerja, kopi nya enak, pokoknya kerja jadi lancar, mana pelayanan bagus, pokok nya tempat Favorite buat kerja dan kumpul bareng keluarga, teman.
1879;Indoornya cocok buat gawe, tempatnya aestetik jadi nyaman, cuman agak terbatas wifi xoxo. Outdoornya nyaman buat mabar nongkrong, ketawa berisik. Honorable mention, wc nya nyamaannn parah. Gud. Minuman dan makanannya oke, banyak menunya
1880;Ulasan ini jujur sy buat berdasarkan pengalaman saya, Selasa malam tgl 17 des kmren saya melakukan reservasi ke nomor yg tertera di ig anggrek coffee, sy memesan meja utk 8 org indoor untuk tgl 18 des jam 5 sore, keesokan harinya di tgl 18 …
1881;enak buat WFA, minuman dan makananya juga enak, pelayanan OK banget mba yang hijab dan mas yang agak kurus rambutnya agak panjang pertahankan
1882;"""Ada rambut di makanannya"
1883;"Trims"""
1884;The best homemade whipped cream I've had so far in Palangka Raya! The food is also delicious and worth it. For the rice + saikoro meals, the portion matches the price, and the garlic butter and black pepper seasoning are spot on. The …
1885;anggrek gacor, baristanya cees, cocok buat buat nongkrong kumpul sama teman
1886;"""Habis renov tempat jadi lebih bersih, nyaman & kecee."
1887;"Buat nugas & paea introvert oke punya, atmospherenya mendukung. …"""
1888;coffe nya enak pelayanannya bintang 5
1889;"""Tempat : ⭐⭐⭐⭐⭐"
1890;"Tempat sangat bersih nyaman dan posisi duduk bisa santai, tempat nya juga bagus sip …"""
1891;Saya pesan saikoro blackpepper dagingnya gak matang, tolong sebelum makanan disajikan ke konsumen itu dicoba dulu rasanya gimana, dagingnya sudah matang apa belum. Ini yang bisa dimakan cuma nasinya, daging nya masih mentah. Sudah nunggu …
1892;makanan enak, ambience nya juga oke, tapi buat servicenya kurang banget ya. udah berapa kali makan disini tp keknya ga ada perubahan di pelayanannya. kasirnya pelayanan kurang ramah, pesen minum dan makan, makannya doang yg dianter, …
1893;"""Saya suka disini teh 🍵nya karena ada beragam dan unik. Juga ada teko tehnya. Untuk penikmat teh."
1894;"Makanan enak saya makan ramen. …"""
1895;"""makanan datengnya lambat, barista nya juga kurang ramah, harusnya basa basi lah minta maaf atas keterlambatan. tapi gak ada bilang apa"""", muka nya jutek 😅 …"""
1896;"""Tempat nya enak, tapi yang melayani nya ga enak, penjual seperti tidak butuh pembeli."
1897;"Mana ga sopan barista cewe ke barista cowo, masa ngasih barang dilempar sampe jatuh, hedehh🥲 …"""
1898;Kopi pandannya recommended 💗 …
1899;Kopi susu gula arennya enakkk 😊😊 …
1900;Pelayanannya terlalu lama, antrian lewat online disamakan dgn orang yg makan ditempat, kasian deiver nunggu pesanan sampai 1 jam, harusnya dibedakan yg beli online dgn yg offline👎👎 sangat mengecewakan …
1901;Ini tempatnya bagus sekali minumannya enak makanan nya juga pokok nya enak bgt
1902;Tempat ngopi bareng sama temen ngumpul
1903;The best... trbaik
1904;Sop buntut nya oke bgttt, dessert pudding brownies nya juga manis nya balanced. Big thanks to kak nadia for the service
1905;Makanan disini enak minumannya juga dan di dalam ruangan tempatnya sangat sejuk
1906;Fav place
1907;Tempat nongkrong ngopi santai. Menu minuman mocktail sedap
1908;Lumayan buat nongkrong, khususnya buat yg muda2
1909;pokoknya cafe ini nyaman bgt😍 …
1910;Berkumpul bersama teman-teman Alumni SMP
1911;Tempat yang nyaman untuk bersantai
1912;Disini tempatnya luas,selalu ramai, sangat cocok untuk meeting bersama teman dan keluarga. Fasilitas memadai: wastafel, parkiran yang rapi, mushola, toilet, ruang outdoor dan indoor ber AC, colokan listrik, wifi free. …
